VIN,Make,Model,BodyClass,Trim
1fdne1bw7bdb15443,ford,e-150,van,
3gnal4ek5fs502704,chevrolet,captiva sport,suv,
jm1cr293660100883,mazda,mazda5,wagon,
jhlrd78993c817111,honda,cr-v,suv,ex
wbakc8c50cc434814,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
4a32b2ff3ce017163,mitsubishi,galant,sedan,
jn1az34d26m330025,nissan,350z,coupe,
2fmza5148xbb29952,ford,windstar,minivan,
jn1az34d95m608028,nissan,350z,coupe,
2b4gp44gxxr440202,dodge,caravan,minivan,se/sport
2a4rr4de1ar206424,chrysler,town and country,minivan,lx
jtjbt20x840051886,lexus,gx,suv,470
2d8hn44h98r766324,dodge,caravan,minivan,se
3gnal3ek2fs503447,chevrolet,captiva sport,suv,
salsf25407a106606,land rover,range rover sport,suv,hse spec 2
1fmeu17l8vlc33576,ford,expedition,suv,
jf1sg63674h726958,subaru,forester,suv,2.5x
2c4gp44333r149387,chrysler,town and country,minivan,lx
salmf1e47ca383296,land rover,range rover,suv,hse lux
wbahl83547dt07672,bmw,750i,sedan,
kmhcn45c18u277118,hyundai,accent,sedan,
1ftef15n6tla57482,ford,f-150,pickup,
1j4gw68n6xc792206,jeep,grand cherokee,suv,limited
jm1fe173740100720,mazda,rx-8,coupe,
4t3zf13c4xu132394,toyota,sienna,minivan,le/xle
1j4gz391x9l717870,jeep,wrangler,suv,unlimited x
1j4fy29pxxp469798,jeep,wrangler,suv,se/tj
jm3lw28g1y0105187,mazda,mpv,minivan,
1ftne1ew4ada26413,ford,e-150,cargo van,
2g1wc583489251417,chevrolet,impala,sedan,
1gcfc29u1yz143548,chevrolet,silverado,pickup,
3c4pddfg6et117946,dodge,journey,suv,r/t
2mefm74v77x633358,mercury,grand marquis,sedan,
2hkyf18685h520537,honda,pilot,suv,with res
1ftne24l0xha45717,ford,e-250,cargo van,
jm1cr293360129659,mazda,mazda5,wagon,
1fmnu42f4yee17666,ford,excursion,suv,
4a32b2ff1ce020935,mitsubishi,galant,sedan,
1c4njdab9ed815663,jeep,compass,suv,sport
2fmza5143xbb55908,ford,windstar,minivan,
2gtek13z461253304,gmc,sierra,pickup,1500 (1/2 ton)
jm3er293970107991,mazda,cx-7,suv,
3gnal3ek9fs516017,chevrolet,captiva sport,suv,
1c4njdab2ed804326,jeep,compass,suv,sport
jtdkt923885165689,toyota,unknown,unknown,
4t3zf13c4xu137367,toyota,sienna,minivan,le/xle
jtjht00w933525427,lexus,lx,suv,470
wbakb8c53cdx20363,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1g3aj55m3s6352208,oldsmobile,cutlass ciera,sedan,
wbaka8c52cdx01208,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
1b7gg22n4ys727978,dodge,dakota,pickup,base
1gcec19r8te212169,chevrolet,gmt-400,pickup,
2lmhj5nk5ebl56022,lincoln,mkt,suv,
wbaka8c57ccy37808,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
1g1yy24u455109732,chevrolet,corvette,coupe,
2c4gp44382r643792,chrysler,town and country,minivan,lx
1gyee63a240162856,cadillac,srx,suv,
2fmza5140xbc15692,ford,windstar,minivan,
wp0cb29919s755910,porsche,911,convertible,"s cabriolet (2wd), 4s cabriolet (4wd)"
jm1fe173960204600,mazda,rx-8,coupe,
2ftza54697ba18246,ford,freestar,cargo van,
2fahp71w37x138871,ford,crown victoria,sedan,
2lmhj5nk4ebl56058,lincoln,mkt,suv,
3gnda23p26s591699,chevrolet,hhr,suv,1/2 ton
1gbjc34u67e150559,chevrolet,silverado,incomplete,ltz
2a8gf68496r662089,chrysler,pacifica,suv,touring
2c8gf68434r176736,chrysler,pacifica,suv,touring
1j4fa64s76p777680,jeep,wrangler,suv,"rubicon (u.s.) / ""tj"" rubicon (canada)"
1fmru17l5xlb11035,ford,expedition,suv,
1b3el36x44n309600,dodge,stratus,sedan,se
2c8gf68454r580458,chrysler,pacifica,suv,touring
4a32b2ff3ce021861,mitsubishi,galant,sedan,
wbaka8c51cdv99805,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
salae25436a370724,land rover,lr3,suv,se / v8 se
2g11x5sl9f9131004,chevrolet,impala,sedan,
wp0aa29964s620778,porsche,911,coupe,"carrera (2wd), carrera 4s (4wd)"
1ftne2el1ada65441,ford,e-250,cargo van,
wp0ca29938s765906,porsche,911,convertible,"cabriolet (2wd), 4 cabriolet (4wd)"
1gyee63a570177632,cadillac,srx,suv,
1c4njcaa7ed788996,jeep,compass,suv,sport
1fmyu92163ka00770,ford,escape,suv,
1gndm19w8yb187563,chevrolet,astro van,van,1/2 ton
salsh23427a111450,land rover,range rover sport,suv,supercharged
1gndm19w7tb181486,chevrolet,astro van,cargo van,
jn1az34d54t150332,nissan,350z,coupe,
2d4fv47vx6h286774,dodge,magnum,suv,base/sxt
jf1sg69616h701564,subaru,forester,suv,2.5xt
jm3er293270127077,mazda,cx-7,suv,
km8sc83d91u124612,hyundai,santa fe,suv,
wdbrf52h57f921514,mercedes-benz,c-class,sedan,
1fmpu18l1wlb05057,ford,expedition,suv,
wvwad63b65p005744,volkswagen,passat,sedan,
wbakb8c57cc965270,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
salsf25446a947231,land rover,range rover sport,suv,hse
1fmpu16l5ylc12148,ford,expedition,suv,
1b4gh44r4rx388388,dodge,grand caravan,minivan,se
2hkyf18404h610861,honda,pilot,suv,ex
2fmza51617ba19214,ford,freestar,van,
wdcyr49e03x140487,mercedes-benz,g-class,suv,
wdbrf52h27a949865,mercedes-benz,c-class,sedan,
2lmhj5nk7ebl56071,lincoln,mkt,suv,
2a4gm68476r708168,chrysler,pacifica,suv,touring
3gnda13d26s511480,chevrolet,hhr,suv,1/2 ton
wp0ca29944s650256,porsche,911,convertible,carrera (2wd)/carrera 4 (4wd)/carrera 4s (4wd)
2d8fv48v35h159005,dodge,magnum,suv,base/sxt
1ftnw21fxxed12164,ford,f-250,pickup,
1j4fa49sx6p756853,jeep,wrangler,suv,sport/unlimited
4m2dv11w4pdj10025,mercury,villager,minivan,
2fahp71w24x179522,ford,crown victoria,sedan,
2fafp71w92x120553,ford,crown victoria,sedan,
1ftrx14w75fa05630,ford,f-150,pickup,
jm1fe173060206039,mazda,rx-8,coupe,
1fmyu93163kc53036,ford,escape,suv,
jtjht00w433534312,lexus,lx,suv,470
2t1kr32e57c677554,toyota,corolla matrix,wagon,
wdbrf52h77f866418,mercedes-benz,c-class,sedan,
1gyee63ax60222577,cadillac,srx,suv,
1fmnu40s8yea01362,ford,excursion,suv,
2g1ws57m991293417,chevrolet,impala,sedan,
1d3hv18p79s787548,dodge,ram,pickup,1500
2fahp71v68x124875,ford,crown victoria,sedan,
1gbhg39c081185870,chevrolet,express,cargo van,
1fdss34p06ha19973,ford,e-350,cargo van,extended van
jtjbt20x940058927,lexus,gx,suv,470
2c4rvadgxer134811,volkswagen,routan,minivan,sel
1fafp5528yg194119,ford,taurus,sedan,
1fdne1bw4cda41724,ford,e-150,van,
2c8gf684x5r662414,chrysler,pacifica,suv,touring
1g1yy26u675139038,chevrolet,corvette,coupe,
2c4gm48l25r555974,chrysler,pacifica,suv,base
wdbrf52hx7f841772,mercedes-benz,c-class,sedan,
2hkrl1862xh531825,honda,odyssey,minivan,ex
1gbdv13118d176870,chevrolet,uplander,cargo van,ewb
4a32b2ff0ce018948,mitsubishi,galant,sedan,
jm3er293070119589,mazda,cx-7,suv,
1fmyu93143kc05518,ford,escape,suv,
1b4hs28y9wf118618,dodge,durango,suv,base
1ftfx1ev5ake17507,ford,f-150,pickup,
1g1yy26ux65117428,chevrolet,corvette,coupe,
2c8gf78465r317578,chrysler,pacifica,suv,limited
jtjbt20x630008775,lexus,gx,suv,470
1b3el36x53n609872,dodge,stratus,sedan,se
kl1jk89z15k206798,chevrolet,unknown,wagon,
2c8gf68434r291322,chrysler,pacifica,suv,touring
2g1wc583489244550,chevrolet,impala,sedan,
5tfrv54157x030072,toyota,tundra,pickup,sr5
1ftnx21f0xed04541,ford,f-250,pickup,
1ftex18l5vkb69111,ford,f-150,pickup,
2hjyk16526h546997,honda,ridgeline,pickup,
1j4gw48n1yc295747,jeep,grand cherokee,suv,laredo
knahh8c62a7298549,kia,rondo,wagon,
1ftcr14x9vta24237,ford,ranger,pickup,
1b4gp44g4wb612303,dodge,caravan,minivan,se/sport
4a32b2ff8be022115,mitsubishi,galant,sedan,
4a32b2ff3be011894,mitsubishi,galant,sedan,
jf1sg63686h720220,subaru,forester,suv,2.5x
1b3cb4ha4bd263200,dodge,caliber,hatchback,sxt
1fmzu73k45ua44533,ford,explorer,suv,
4a32b2ffxce007343,mitsubishi,galant,sedan,
5fnyf18565b061997,honda,pilot,suv,
1lnhm83v56y643933,lincoln,town car,sedan,
jtjbt20x240050152,lexus,gx,suv,470
jtjbt20x050089923,lexus,gx,suv,470
2c4gf68475r594915,chrysler,pacifica,suv,touring
jf1sg696x4h724631,subaru,forester,suv,2.5xt
jn1az34e35m654124,nissan,350z,coupe,
jtjbt20x630009974,lexus,gx,suv,470
wbakb8c58cc964547,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
3gnca23p18s661031,chevrolet,hhr,suv,1/2 ton
4a32b2ff8ce018633,mitsubishi,galant,sedan,
1g1nd52m7v6154967,chevrolet,malibu,sedan,
2hkyf18564h511972,honda,pilot,suv,ex-l
salsk25417a109350,land rover,range rover sport,suv,hse spec 3
1ftlr1fexbpa81871,ford,ranger,pickup,
1fmru17l7yla18065,ford,expedition,suv,
4a32b2ff1ce019543,mitsubishi,galant,sedan,
1fdee3fl4cdb13257,ford,e-350,incomplete,
2c4rvabg6er134498,volkswagen,routan,minivan,se
jhmra3863wc014446,honda,odyssey,minivan,lx
wvwad63b55e064358,volkswagen,passat,sedan,
1g6cd5153j4220089,cadillac,deville,sedan,
3gnda13d27s637761,chevrolet,hhr,suv,ls
4a32b2ff0ce016889,mitsubishi,galant,sedan,
jtjbt20x170136332,lexus,gx,suv,470
2hkyf18614h572512,honda,pilot,suv,ex-l( with res)
wbakb8c53cdx20959,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
3gnda23p06s549113,chevrolet,hhr,suv,1/2 ton
2hkrl1864xh528716,honda,odyssey,minivan,ex
1b3el46t85n636389,dodge,stratus,sedan,sxt
1ftne1ew2ada63508,ford,e-150,cargo van,
wbsbr93476xk10508,bmw,m3cic,convertible,
1fmzu72k05za63150,ford,explorer,suv,
3gnal3ek6fs517237,chevrolet,captiva sport,suv,
1gnec16t03j106118,chevrolet,suburban,suv,1/2 ton
1fmfk20547la30229,ford,expedition max,suv,
1fmpu18l6wlc01797,ford,expedition,suv,
wp0aa29924s620907,porsche,911,coupe,"carrera (2wd), carrera 4s (4wd)"
jm1cr293960121453,mazda,mazda5,wagon,
wdbrf52h97f900116,mercedes-benz,c-class,sedan,
salae25437a427036,land rover,lr3,suv,v6/v8 se
1yvhp81h895m48501,mazda,mazda6,sedan,sedan base grade
4a32b2ff9ce015448,mitsubishi,galant,sedan,
3gnda13d77s537705,chevrolet,hhr,suv,ls
2c4rdgdg0er280625,dodge,grand caravan,minivan,crew
1ghdx13e3yd207958,oldsmobile,silhouette,minivan,apv
2g1wb58nx69243551,chevrolet,impala,sedan,
jtjht00wx43539600,lexus,lx,suv,470
jtjbt20x360123127,lexus,gx,suv,470
wbakc8c52cc435477,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1j4fy29p3xp480075,jeep,wrangler,suv,se/tj
2c4gm68405r547683,chrysler,pacifica,suv,touring
2lmhj5nk1ebl54932,lincoln,mkt,suv,
jtjbt20x740067786,lexus,gx,suv,470
1fthx26f5vec09878,ford,f-250,pickup,
jtjbt20x730009353,lexus,gx,suv,470
2fmda5343yba35129,ford,windstar,minivan,
wdbrf52h27a950028,mercedes-benz,c-class,sedan,
jn1az34d34t161989,nissan,350z,coupe,
1fmzu63k35ua34263,ford,explorer,suv,
1ftzr15x9ytb18860,ford,ranger,pickup,
2d8hn44h58r601922,dodge,caravan,minivan,se
1gtek19t5xe523482,gmc,sierra,pickup,1500 (1/2 ton)
1g6dc67a750175933,cadillac,sts,sedan,
1gbhk24u77e150694,chevrolet,silverado,incomplete,lt
1fmzu63e54zb18192,ford,explorer,suv,
2g1wc583x89262602,chevrolet,impala,sedan,
2ftrx18l3yca63881,ford,f-150,pickup,
jf1sg69665h743386,subaru,forester,suv,2.5xt
jn1az34d05m605504,nissan,350z,coupe,
jtjbt20x660116625,lexus,gx,suv,470
waufgafc3cn086325,audi,a6,sedan,
2c8gf68434r291515,chrysler,pacifica,suv,touring
2c4rdgdgxer280759,dodge,grand caravan,minivan,crew
1fmzu74k45ua90393,ford,explorer,suv,
3gnda23dx6s594789,chevrolet,hhr,suv,1/2 ton
1g6dw51y4kr719352,cadillac,brougham,sedan,
jn1az34e34t064512,nissan,350z,coupe,
1c4njrab8ed804392,jeep,patriot,suv,sport
1b4gp25r92b548158,dodge,caravan,minivan,se
2b6hb11y91k562328,dodge,ram van,cargo van,1500
2fahp71w23x220939,ford,crown victoria,sedan,
jn1bz34d57m501002,nissan,350z,coupe,
3gnda33px7s569490,chevrolet,hhr,suv,lt
1g1yy23pxp5104159,chevrolet,corvette,coupe,
jh4kb16535c007184,acura,rl,sedan,
4m2zu86e05uj14247,mercury,mountaineer,suv,
3gnfk16ux6g107847,chevrolet,suburban,suv,
1gbhg39c991142825,chevrolet,express,cargo van,
1g1yy22g545105359,chevrolet,corvette,coupe,
2fahp71w26x142120,ford,crown victoria,sedan,
4a4jn2as6be034010,mitsubishi,endeavor,suv,
ys3fh47r481144132,saab,9-3,sedan,
2c8gf68495r475021,chrysler,pacifica,suv,touring
3gnda23d86s600394,chevrolet,hhr,suv,1/2 ton
1j4fa49s2yp793690,jeep,wrangler,suv,sport
2d4fv47v06h147978,dodge,magnum,suv,base/sxt
2fahp71v59x114128,ford,crown victoria,sedan,
3gnal2ek5fs503985,chevrolet,captiva sport,suv,
jf1sg63686h759647,subaru,forester,suv,2.5x
5tfbt54127x004827,toyota,tundra,pickup,sr5
1fdre14l6yha42426,ford,e-150,cargo van,
1fmzu62k85ub92163,ford,explorer,suv,
1gyee637350136966,cadillac,srx,suv,
1gbdv13177d137876,chevrolet,uplander,cargo van,ewb
1c3an79n15x050759,chrysler,crossfire,coupe,
1fmfu18l2vlb80991,ford,expedition,suv,
5fnyf18455b045670,honda,pilot,suv,
1g6dc67a370191985,cadillac,sts,sedan,v8
2fahp71w57x149323,ford,crown victoria,sedan,
2mefm75v87x610220,mercury,grand marquis,sedan,
1gbdv13148d212132,chevrolet,uplander,cargo van,ewb
1j4f449s65p364717,jeep,wrangler,suv,sport
1fmzk061x5ga80287,ford,freestyle,suv,
2hkyf18675h502255,honda,pilot,suv,with res
salme15427a261535,land rover,range rover,suv,hse spec 1
5gads13s142259994,buick,rainier,suv,
1gyde63a740154022,cadillac,srx,suv,
jm3er293670157330,mazda,cx-7,suv,
jtjbt20x860111958,lexus,gx,suv,470
1g1yy25u875109816,chevrolet,corvette,coupe,
1c3an59l85x033119,chrysler,crossfire,coupe,
137za8435ye187468,hummer,h1,truck,
1b4hs28z3xf643491,dodge,durango,suv,base
1d8hb48n78f128475,dodge,durango,suv,slt
1gyee637680169058,cadillac,srx,suv,
wbakc8c57cc434972,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1b3el36x34n146843,dodge,stratus,sedan,se
2a8gm48446r676475,chrysler,pacifica,suv,base
jh4kb16565c004196,acura,rl,sedan,
1g6dc67a950148376,cadillac,sts,sedan,
jf1sg65625h728079,subaru,forester,suv,2.5xs
1geeh90y85u550143,cadillac,professional chassis,incomplete - commercial chassis,
1j4gw58n1yc294958,jeep,grand cherokee,suv,limited
jm1bk34l671683707,mazda,mazda3,hatchback,
salme154x6a199932,land rover,range rover,suv,hse spec 1
3gnda23p37s608494,chevrolet,hhr,suv,lt
1gccs39e188216511,chevrolet,colorado,pickup,lt1
jf1sg656x4h704840,subaru,forester,suv,2.5xs
5fnyf18536b003864,honda,pilot,suv,ex-l
2d4fv47v76h462812,dodge,magnum,suv,base/sxt
2c4rvabg3er134362,volkswagen,routan,minivan,se
2c8gm68464r388360,chrysler,pacifica,suv,touring
2a4gf68436r763663,chrysler,pacifica,suv,touring
4a32b2ff6ce017691,mitsubishi,galant,sedan,
1ftne1ew3ada63484,ford,e-150,cargo van,
2lmhj5nk3ebl55404,lincoln,mkt,suv,
2a4gm48436r876233,chrysler,pacifica,suv,base
1lnhm82v16y627455,lincoln,town car,sedan,
1ftrx08l4wka13557,ford,f-150,pickup,
1fdne1bw2cda41740,ford,e-150,van,
wbakb8c5xcc448044,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
3gnda23d57s638148,chevrolet,hhr,suv,lt
wbakb8c51cdx20510,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1j4gz78y3wc141332,jeep,grand cherokee,suv,limited
2b4gp44g9xr173649,dodge,caravan,minivan,se/sport
1gbhc24k88e106622,chevrolet,silverado,incomplete,lt
wvwad63b25p041611,volkswagen,passat,sedan,
2b3la43g77h603271,dodge,charger,sedan,base
1g1yy26u565100925,chevrolet,corvette,coupe,
1g11a5sl7ff234947,chevrolet,malibu,sedan,
2d4fv47v66h430174,dodge,magnum,suv,base/sxt
3vwdk7aj7bm089879,volkswagen,jetta,sedan,
1c3lc56v09n551635,chrysler,sebring,sedan,touring
3gnda13d46s677189,chevrolet,hhr,suv,1/2 ton
2c4rdgdg1er204668,dodge,grand caravan,minivan,crew
2c8gm68425r648075,chrysler,pacifica,suv,touring
3gnda23p47s571827,chevrolet,hhr,suv,lt
1j4fa44s76p771947,jeep,wrangler,suv,sport/unlimited
salad25485a319236,land rover,lr3,suv,se
salmf13426a224564,land rover,range rover,suv,hse / supercharged spec 2
1fdnf20536ed27575,ford,f-250,pickup,
2gcek19k3p1257145,chevrolet,gmt-400,pickup,
2c8gf68414r300468,chrysler,pacifica,suv,touring
1g1yy22g435104394,chevrolet,corvette,sedan,
2d8hn44h38r130983,dodge,caravan,minivan,se
1gbhc49k59e121438,chevrolet,silverado,incomplete,ls
1gmdu03w38d139996,pontiac,montana,minivan,
knadh4b36b6949364,kia,rio,sedan,
1fmyu93113kc54384,ford,escape,suv,
1b4hs28z6xf671060,dodge,durango,suv,base
2a4gm48406r841035,chrysler,pacifica,suv,base
2c4gm68485r251214,chrysler,pacifica,suv,touring
jn1az34d14t161893,nissan,350z,coupe,
2b3la43g27h628403,dodge,charger,sedan,base
3gnec16t73g342606,chevrolet,suburban,suv,1/2 ton
kmhwf25v0ya169235,hyundai,sonata,sedan,lhd
wdbrf52h87f876908,mercedes-benz,c-class,sedan,
kl2tw55607b157132,pontiac,wave,sedan,
jtjbt20x830004162,lexus,gx,suv,470
1ftzr15x5wta72294,ford,ranger,pickup,
1ftdf15n9nna41540,ford,f-150,pickup,
1ftfx1ev9ake38778,ford,f-150,pickup,
2b4fp25b9yr714011,dodge,caravan,minivan,base
1d8hd48n88f135140,dodge,durango,suv,slt
wdbrf52h77f838232,mercedes-benz,c-class,sedan,
4f2cz96156km17733,mazda,tribute,suv,
salag25435a317756,land rover,lr3,suv,hse7
2hkyf18725h534930,honda,pilot,suv,with navi
1fdne1bw6cda17148,ford,e-150,van,
2a4gm48416r865280,chrysler,pacifica,suv,base
1g1yy0786g5104571,chevrolet,corvette,coupe,
2p4fp25b3yr602643,plymouth,voyager,minivan,base
jtjbt20x350078348,lexus,gx,suv,470
1c4gp54l1xb534280,chrysler,town and country,minivan,lx/sx
2b4fp25b5wr734284,dodge,caravan,minivan,base
1gyee637140161380,cadillac,srx,suv,
4f2cz961x5km04135,mazda,tribute,suv,
1fmzu72k45ua38099,ford,explorer,suv,
1gbjc34u37e122718,chevrolet,silverado,incomplete,ltz
1fmru15l3yla46321,ford,expedition,suv,
wbakc8c54cc435822,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
2gtec13z261279557,gmc,sierra,pickup,1500 (1/2 ton)
1fmfu18l9vla93900,ford,expedition,suv,
jtjbt20x350095540,lexus,gx,suv,470
1j4fy29p9wp756712,jeep,wrangler,suv,se/tj
1fdss3bl9bda64878,ford,e-350,van,
1gbhg31c691183991,chevrolet,express,incomplete,
1gbjc34d37e121407,chevrolet,silverado,incomplete,ltz
jm1bk344461487577,mazda,mazda3,hatchback,
1d4gp24323b231066,dodge,caravan,van,
1fdne1bw6bda64727,ford,e-150,van,
jn1bz34e17m551971,nissan,350z,coupe,
2gcek13z161342411,chevrolet,silverado,pickup,
1fmdu73k35ua25966,ford,explorer,suv,
1d3hv18p29s760001,dodge,ram,pickup,1500
jm1fe173740100569,mazda,rx-8,coupe,
4a32b2ffxce019671,mitsubishi,galant,sedan,
jf1sg656x4h717202,subaru,forester,suv,2.5xs
2hkyf18645h524486,honda,pilot,suv,with res
1g6dc67a970179369,cadillac,sts,sedan,v8
jm1fe17n950156998,mazda,rx-8,coupe,
1j4fa44s46p735133,jeep,wrangler,suv,sport/unlimited
1c4njrab8ed820074,jeep,patriot,suv,sport
salme154x7a251478,land rover,range rover,suv,hse spec 1
2fafp71w86x159592,ford,crown victoria,sedan,
2fmza5246ybb24152,ford,windstar,minivan,
1g6dc67a450146518,cadillac,sts,sedan,
jm3er29l970151876,mazda,cx-7,suv,
2hkyf187x6h518752,honda,pilot,suv,ex-l( with navi)
saltw19494a834476,land rover,discovery,suv,leather 7 seat
1g1yy26u065133346,chevrolet,corvette,coupe,
jtjbt20x740042547,lexus,gx,suv,470
salmf13426a216173,land rover,range rover,suv,hse / supercharged spec 2
4a32b2ff2ce005974,mitsubishi,galant,sedan,
1gyee63a180128025,cadillac,srx,suv,
wbakc8c58cc436357,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1ftne1ewxada63594,ford,e-150,cargo van,
wbakb8c51cc964051,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
4f2yz94115km62739,mazda,tribute,suv,
1c4njdab5ed820147,jeep,compass,suv,sport
jtjbt20xx50070019,lexus,gx,suv,470
jtjbt20x630011711,lexus,gx,suv,470
zamfe39a070031957,maserati,quattroporte,sedan,
2a4rr4de9ar443212,chrysler,town and country,minivan,lx
3gkec16t23g312443,gmc,yukon xl,suv,1500 (1/2 ton)
jn1az34dx6m302893,nissan,350z,coupe,
1gtcs19x9x8516012,gmc,sonoma,pickup,1500 (1/2 ton)
1gtek19t6yz290321,gmc,sierra,pickup,1500 (1/2 ton)
jh4kb16546c001654,acura,rl,sedan,
1gyee637850117569,cadillac,srx,suv,
5fnyf18116b027612,honda,pilot,suv,lx
wbakc8c57cc435703,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
5fnyf18426b025104,honda,pilot,suv,ex
jf1sf6554xh741185,subaru,forester,suv,s
jf1sg67605h754659,subaru,forester,suv,ll bean
1ftlr1fe1bpa81872,ford,ranger,pickup,
1g1yy26ux65131247,chevrolet,corvette,coupe,
3gnda33px7s513193,chevrolet,hhr,suv,lt
2mefm75v16x621770,mercury,grand marquis,sedan,
jm1fe173140112619,mazda,rx-8,coupe,
1j4gz78y6rc261548,jeep,grand cherokee,suv,limited
1b4hs28y4wf149856,dodge,durango,suv,base
jtjbt20x840033467,lexus,gx,suv,470
2mefm74v87x641825,mercury,grand marquis,sedan,
jm3er293970116321,mazda,cx-7,suv,
1ftre14w2yhb37628,ford,e-150,cargo van,
wbakb8c56cc964983,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1fdsx21536ed85989,ford,f-250,pickup,
2hkyf18696h505756,honda,pilot,suv,ex-l( with res)
jf1sg63637g722755,subaru,forester,suv,2.5x
1falp65l1sk177040,ford,contour,sedan,
1ftfx1ev5ake71678,ford,f-150,pickup,
salwr2vf4ea301681,land rover,range rover sport,suv,hse
4a32b2ff7be019206,mitsubishi,galant,sedan,
2hkrl1864yh556484,honda,odyssey,minivan,ex
2a4gm68426r912618,chrysler,pacifica,suv,touring
3gnda23d97s595465,chevrolet,hhr,suv,lt
1ftfw1ev3ake46751,ford,f-150,pickup,
1c4njrabxed820044,jeep,patriot,suv,sport
1b4hr28z5yf241405,dodge,durango,suv,base
4t3zf13cxyu190415,toyota,sienna,minivan,le/xle
salsk25457a992546,land rover,range rover sport,suv,hse spec 3
4a32b2ff1ce017159,mitsubishi,galant,sedan,
1fahp34z73w206299,ford,focus,sedan,
km8sb13dx3u529682,hyundai,santa fe,suv,
2hkrl1869xh535709,honda,odyssey,minivan,ex
1fmzu62k52zc89349,ford,explorer,suv,
1gyee637550170777,cadillac,srx,suv,
wbakb8c58cc963740,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
2gtek19k1s1589710,gmc,sierra,pickup,
1b3el46t75n643544,dodge,stratus,sedan,sxt
2c8gf48425r328964,chrysler,pacifica,suv,base
1gyee53a280145670,cadillac,srx,suv,
4a32b2ff9ce021931,mitsubishi,galant,sedan,
2lnbl8ev7bx751230,lincoln,town car,sedan,
jtdbl40e691049648,toyota,corolla,sedan,
1fmfk20537la14989,ford,expedition max,suv,
4a32b2ff0be028524,mitsubishi,galant,sedan,
1g1yy24u155110434,chevrolet,corvette,coupe,
wp0ca29936s755244,porsche,911,convertible,carrera (2wd)/carrera 4 (4wd)/carrera 4s (4wd)
3gkfk16t03g190351,gmc,yukon xl,suv,1500 (1/2 ton)
3gnda13d07s611563,chevrolet,hhr,suv,ls
1d8hb48n98f133287,dodge,durango,suv,slt
1g1yy24u955108821,chevrolet,corvette,coupe,
5tfrt54117x006339,toyota,tundra,pickup,sr5
4a32b2ff5ce024776,mitsubishi,galant,sedan,
2t1kr32e47c684902,toyota,corolla matrix,wagon,
2d8hn44h88r785639,dodge,caravan,minivan,se
2a4gm68426r769900,chrysler,pacifica,suv,touring
wdbrf52h47a929617,mercedes-benz,c-class,sedan,
1j4fz24108l653866,jeep,wrangler,suv,x
1j4fa39s56p741834,jeep,wrangler,suv,x
wbakc8c57cc449097,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
3gnda33p17s557650,chevrolet,hhr,suv,lt
